Date,SPX 1M 25DP Vol BVOL INDEX,SPX 1M 25DC Vol BVOL INDEX,SPX 1M 100 Vol BVOL INDEX,P/C Ratio,P/C Spread,P/ATM Ratio,P/ATM Spread,ATM/C Ratio,ATM/C Spread
4/3/2017,14.6811,9.031,11.4103,1.63,5.65,1.29,3.27,1.26,2.38
4/4/2017,15.8003,9.7894,12.3627,1.61,6.01,1.28,3.44,1.26,2.57
4/5/2017,16.336,10.1775,12.785,1.61,6.16,1.28,3.55,1.26,2.61
4/6/2017,16.519,10.5182,13.2795,1.57,6,1.24,3.24,1.26,2.76
4/7/2017,14.9386,9.2556,11.5791,1.61,5.68,1.29,3.36,1.25,2.32
4/10/2017,15.0263,9.2528,11.7481,1.62,5.77,1.28,3.28,1.27,2.5
4/11/2017,15.3245,9.7132,12.037,1.58,5.61,1.27,3.29,1.24,2.32
4/12/2017,13.8178,8.9369,10.6781,1.55,4.88,1.29,3.14,1.19,1.74
4/13/2017,14.5029,9.2835,11.3434,1.56,5.22,1.28,3.16,1.22,2.06
4/17/2017,10.3291,7.4815,8.273,1.38,2.85,1.25,2.06,1.11,0.79
4/18/2017,10.0673,7.6082,8.1024,1.32,2.46,1.24,1.96,1.06,0.49
4/19/2017,10.1153,7.5835,8.2774,1.33,2.53,1.22,1.84,1.09,0.69
4/20/2017,10.019,7.2066,7.9611,1.39,2.81,1.26,2.06,1.1,0.75
4/21/2017,10.1197,6.97,7.8548,1.45,3.15,1.29,2.26,1.13,0.88
4/24/2017,9.8661,6.8881,7.7402,1.43,2.98,1.27,2.13,1.12,0.85
4/25/2017,10.1165,6.9569,7.9604,1.45,3.16,1.27,2.16,1.14,1
4/26/2017,10.2508,7.0846,8.0369,1.45,3.17,1.28,2.21,1.13,0.95
4/27/2017,9.8531,6.9472,7.7766,1.42,2.91,1.27,2.08,1.12,0.83
4/28/2017,9.7038,6.7103,7.5948,1.45,2.99,1.28,2.11,1.13,0.88
5/1/2017,9.1983,6.4924,7.2212,1.42,2.71,1.27,1.98,1.11,0.73
5/2/2017,9.5529,6.6229,7.4696,1.44,2.93,1.28,2.08,1.13,0.85
5/3/2017,9.4705,6.6112,7.4698,1.43,2.86,1.27,2,1.13,0.86
5/4/2017,9.9073,6.8827,7.8363,1.44,3.02,1.26,2.07,1.14,0.95
5/5/2017,9.5161,6.5196,7.607,1.46,3,1.25,1.91,1.17,1.09
5/8/2017,10.1767,6.9685,8.0349,1.46,3.21,1.27,2.14,1.15,1.07
5/9/2017,10.3332,6.8042,8.0554,1.52,3.53,1.28,2.28,1.18,1.25
5/10/2017,14.7292,9.6216,11.8225,1.53,5.11,1.25,2.91,1.23,2.2
5/11/2017,13.8709,8.7211,10.8029,1.59,5.15,1.28,3.07,1.24,2.08
5/12/2017,11.9781,7.3024,9.278,1.64,4.68,1.29,2.7,1.27,1.98
5/15/2017,10.964,7.0434,8.619,1.56,3.92,1.27,2.35,1.22,1.58
5/16/2017,10.7467,7.3097,8.4059,1.47,3.44,1.28,2.34,1.15,1.1
5/17/2017,10.3668,6.7114,7.814,1.54,3.66,1.33,2.55,1.16,1.1
5/18/2017,9.9607,6.5937,7.5062,1.51,3.37,1.33,2.45,1.14,0.91
5/19/2017,9.5993,6.1378,7.1903,1.56,3.46,1.34,2.41,1.17,1.05
5/22/2017,10.2469,6.9339,7.9464,1.48,3.31,1.29,2.3,1.15,1.01
5/23/2017,10.4929,6.8856,8.0859,1.52,3.61,1.3,2.41,1.17,1.2
5/24/2017,9.8404,6.4422,7.3797,1.53,3.4,1.33,2.46,1.15,0.94
5/25/2017,9.1157,6.4781,7.0707,1.41,2.64,1.29,2.05,1.09,0.59
5/26/2017,9.3307,6.2673,7.1568,1.49,3.06,1.3,2.17,1.14,0.89
5/30/2017,10.2455,7.155,8.0412,1.43,3.09,1.27,2.2,1.12,0.89
5/31/2017,10.2267,6.7806,7.8577,1.51,3.45,1.3,2.37,1.16,1.08
6/1/2017,9.94,6.4802,7.5185,1.53,3.46,1.32,2.42,1.16,1.04
6/2/2017,10.4005,6.1064,7.7125,1.7,4.29,1.35,2.69,1.26,1.61
6/5/2017,10.8667,6.5749,8.1341,1.65,4.29,1.34,2.73,1.24,1.56
6/6/2017,9.875,6.5161,7.578,1.52,3.36,1.3,2.3,1.16,1.06
6/7/2017,10.0631,6.3473,7.6511,1.59,3.72,1.32,2.41,1.21,1.3
6/8/2017,10.5653,6.6394,8.0358,1.59,3.93,1.31,2.53,1.21,1.4
6/9/2017,9.607,6.059,7.3804,1.59,3.55,1.3,2.23,1.22,1.32
6/12/2017,9.3584,6.353,7.3824,1.47,3.01,1.27,1.98,1.16,1.03
6/13/2017,10.6233,7.2145,8.2965,1.47,3.41,1.28,2.33,1.15,1.08
6/14/2017,10.594,7.0835,8.3418,1.5,3.51,1.27,2.25,1.18,1.26
6/15/2017,10.3889,6.9048,8.0699,1.5,3.48,1.29,2.32,1.17,1.17
6/16/2017,9.7838,6.3265,7.4267,1.55,3.46,1.32,2.36,1.17,1.1
6/19/2017,9.6734,6.3776,7.5661,1.52,3.3,1.28,2.11,1.19,1.19
6/20/2017,11.4026,7.6735,8.944,1.49,3.73,1.27,2.46,1.17,1.27
6/21/2017,10.0516,6.5164,7.8066,1.54,3.54,1.29,2.25,1.2,1.29
6/22/2017,11.6099,7.4912,9.0774,1.55,4.12,1.28,2.53,1.21,1.59
6/23/2017,10.8913,6.9654,8.6667,1.56,3.93,1.26,2.22,1.24,1.7
6/26/2017,11.3219,7.3237,8.8036,1.55,4,1.29,2.52,1.2,1.48
6/27/2017,10.8784,6.7504,8.4441,1.61,4.13,1.29,2.43,1.25,1.69
6/28/2017,12.4975,8.0454,9.9204,1.55,4.45,1.26,2.58,1.23,1.88
6/29/2017,10.7443,6.5956,8.4155,1.63,4.15,1.28,2.33,1.28,1.82
6/30/2017,10.7493,6.8989,8.3759,1.56,3.85,1.28,2.37,1.21,1.48
7/3/2017,10.8472,6.9586,8.4561,1.56,3.89,1.28,2.39,1.22,1.5
7/5/2017,9.872,6.2475,7.592,1.58,3.62,1.3,2.28,1.22,1.34
7/6/2017,9.4373,6.0133,7.2493,1.57,3.42,1.3,2.19,1.21,1.24
7/7/2017,8.9748,5.7437,6.8474,1.56,3.23,1.31,2.13,1.19,1.1
7/10/2017,9.2589,6.1714,7.1273,1.5,3.09,1.3,2.13,1.15,0.96
7/11/2017,9.4957,6.0103,7.1124,1.58,3.49,1.34,2.38,1.18,1.1
7/12/2017,9.2585,6.1564,6.9902,1.5,3.1,1.32,2.27,1.14,0.83
7/13/2017,8.9264,6.2189,6.9289,1.44,2.71,1.29,2,1.11,0.71
7/14/2017,8.7682,5.741,6.6911,1.53,3.03,1.31,2.08,1.17,0.95
7/17/2017,8.822,5.9754,6.8977,1.48,2.85,1.28,1.92,1.15,0.92
7/18/2017,8.9438,5.8525,6.7018,1.53,3.09,1.33,2.24,1.15,0.85
7/19/2017,8.9083,5.832,6.6305,1.53,3.08,1.34,2.28,1.14,0.8
7/20/2017,9.353,5.8667,6.8033,1.59,3.49,1.37,2.55,1.16,0.94
7/21/2017,10.0057,6.0658,7.4216,1.65,3.94,1.35,2.58,1.22,1.36
7/24/2017,9.8503,6.2553,7.3957,1.57,3.6,1.33,2.45,1.18,1.14
7/25/2017,9.3106,5.9824,6.9068,1.56,3.33,1.35,2.4,1.15,0.92
7/26/2017,9.7665,5.8094,6.8786,1.68,3.96,1.42,2.89,1.18,1.07
7/27/2017,10.159,6.0312,7.1805,1.68,4.13,1.41,2.98,1.19,1.15
7/28/2017,9.6293,5.5998,6.7257,1.72,4.03,1.43,2.9,1.2,1.13
7/31/2017,9.6429,5.786,6.8555,1.67,3.86,1.41,2.79,1.18,1.07
8/1/2017,10.7319,6.342,7.8646,1.69,4.39,1.36,2.87,1.24,1.52
8/2/2017,11.1167,6.3486,8.0928,1.75,4.77,1.37,3.02,1.27,1.74
8/3/2017,15.3589,9.0487,11.7305,1.7,6.31,1.31,3.63,1.3,2.68
8/4/2017,15.1706,8.3936,11.2337,1.81,6.78,1.35,3.94,1.34,2.84
8/7/2017,12.1162,6.7957,8.6788,1.78,5.32,1.4,3.44,1.28,1.88
8/8/2017,11.6128,6.7256,8.4972,1.73,4.89,1.37,3.12,1.26,1.77
8/9/2017,11.1276,6.6056,8.2629,1.68,4.52,1.35,2.86,1.25,1.66
8/10/2017,15.0136,8.8121,11.4637,1.7,6.2,1.31,3.55,1.3,2.65
8/11/2017,13.991,8.7831,11.1072,1.59,5.21,1.26,2.88,1.26,2.32
8/14/2017,13.5898,8.5601,10.8055,1.59,5.03,1.26,2.78,1.26,2.25
8/15/2017,11.8132,7.1872,9.1398,1.64,4.63,1.29,2.67,1.27,1.95
8/16/2017,12.4696,7.82,9.6196,1.59,4.65,1.3,2.85,1.23,1.8
8/17/2017,13.3046,7.9446,9.8676,1.67,5.36,1.35,3.44,1.24,1.92
8/18/2017,11.6269,7.1412,8.8666,1.63,4.49,1.31,2.76,1.24,1.73
8/21/2017,12.1253,7.2988,9.0954,1.66,4.83,1.33,3.03,1.25,1.8
8/22/2017,12.4112,7.3857,9.2363,1.68,5.03,1.34,3.17,1.25,1.85
8/23/2017,11.7386,7.1607,8.7585,1.64,4.58,1.34,2.98,1.22,1.6
8/24/2017,10.6846,6.8051,8.0607,1.57,3.88,1.33,2.62,1.18,1.26
8/25/2017,10.059,6.3881,7.493,1.57,3.67,1.34,2.57,1.17,1.1
8/28/2017,13.0301,7.8141,9.6386,1.67,5.22,1.35,3.39,1.23,1.82
8/29/2017,11.5501,6.9012,8.6482,1.67,4.65,1.34,2.9,1.25,1.75
8/30/2017,11.4997,6.7184,8.5209,1.71,4.78,1.35,2.98,1.27,1.8
8/31/2017,11.9471,6.9224,8.9118,1.73,5.02,1.34,3.04,1.29,1.99
9/1/2017,10.2202,5.9623,7.3808,1.71,4.26,1.38,2.84,1.24,1.42
9/5/2017,9.7168,6.0035,7.1071,1.62,3.71,1.37,2.61,1.18,1.1
9/6/2017,9.7597,6.0368,7.0517,1.62,3.72,1.38,2.71,1.17,1.01
9/7/2017,9.4574,5.9904,6.9379,1.58,3.47,1.36,2.52,1.16,0.95
9/8/2017,9.0587,5.4136,6.5126,1.67,3.65,1.39,2.55,1.2,1.1
9/11/2017,9.1531,5.7162,6.7652,1.6,3.44,1.35,2.39,1.18,1.05
9/12/2017,9.2749,5.8747,6.9047,1.58,3.4,1.34,2.37,1.18,1.03
9/13/2017,9.3301,5.768,6.8223,1.62,3.56,1.37,2.51,1.18,1.05
9/14/2017,9.1885,6.0105,6.9043,1.53,3.18,1.33,2.28,1.15,0.89
9/15/2017,9.2814,5.6773,6.7256,1.63,3.6,1.38,2.56,1.18,1.05
9/18/2017,9.7313,6.1988,7.3577,1.57,3.53,1.32,2.37,1.19,1.16
9/19/2017,9.8277,6.1285,7.4579,1.6,3.7,1.32,2.37,1.22,1.33
9/20/2017,9.6868,6.1582,7.2861,1.57,3.53,1.33,2.4,1.18,1.13
9/21/2017,9.3159,5.8753,6.9539,1.59,3.44,1.34,2.36,1.18,1.08
9/22/2017,8.7794,5.6307,6.5279,1.56,3.15,1.34,2.25,1.16,0.9
9/25/2017,8.9981,5.9201,6.7302,1.52,3.08,1.34,2.27,1.14,0.81
9/26/2017,9.0935,6.0162,6.8523,1.51,3.08,1.33,2.24,1.14,0.84
9/27/2017,8.7297,5.6253,6.6175,1.55,3.1,1.32,2.11,1.18,0.99
9/28/2017,8.2275,5.5983,6.3367,1.47,2.63,1.3,1.89,1.13,0.74
9/29/2017,8.2271,5.5513,6.3648,1.48,2.68,1.29,1.86,1.15,0.81
10/2/2017,9.3415,6.198,7.1454,1.51,3.14,1.31,2.2,1.15,0.95
10/3/2017,9.1033,6.0809,6.9562,1.5,3.02,1.31,2.15,1.14,0.88
10/4/2017,9.0699,5.5438,6.5758,1.64,3.53,1.38,2.49,1.19,1.03
10/5/2017,9.1595,5.7459,6.7199,1.59,3.41,1.36,2.44,1.17,0.97
10/6/2017,8.5941,5.4998,6.3845,1.56,3.09,1.35,2.21,1.16,0.88
10/9/2017,9.0414,5.5985,6.6291,1.61,3.44,1.36,2.41,1.18,1.03
10/10/2017,9.3652,5.6384,6.7749,1.66,3.73,1.38,2.59,1.2,1.14
10/11/2017,9.171,5.5836,6.5153,1.64,3.59,1.41,2.66,1.17,0.93
10/12/2017,9.1727,5.6436,6.6129,1.63,3.53,1.39,2.56,1.17,0.97
10/13/2017,8.7442,5.5386,6.3516,1.58,3.21,1.38,2.39,1.15,0.81
10/16/2017,10.1201,6.3096,7.379,1.6,3.81,1.37,2.74,1.17,1.07
10/17/2017,10.4005,6.1585,7.4704,1.69,4.24,1.39,2.93,1.21,1.31
10/18/2017,10.8774,6.8857,8.5344,1.58,3.99,1.27,2.34,1.24,1.65
10/19/2017,10.8714,6.7391,8.4237,1.61,4.13,1.29,2.45,1.25,1.68
10/20/2017,9.0923,5.9577,6.919,1.53,3.13,1.31,2.17,1.16,0.96
10/23/2017,10.0654,6.3214,7.7782,1.59,3.74,1.29,2.29,1.23,1.46
10/24/2017,9.6862,6.1727,7.4381,1.57,3.51,1.3,2.25,1.2,1.27
10/25/2017,9.7757,6.396,7.513,1.53,3.38,1.3,2.26,1.17,1.12
10/26/2017,9.4676,6.3891,7.3371,1.48,3.08,1.29,2.13,1.15,0.95
10/27/2017,8.4297,5.7766,6.5005,1.46,2.65,1.3,1.93,1.13,0.72
10/30/2017,8.8103,6.0576,6.827,1.45,2.75,1.29,1.98,1.13,0.77
10/31/2017,9.4353,6.4698,7.3532,1.46,2.97,1.28,2.08,1.14,0.88
11/1/2017,9.3256,6.1677,7.146,1.51,3.16,1.31,2.18,1.16,0.98
11/2/2017,10.0888,6.6127,7.8321,1.53,3.48,1.29,2.26,1.18,1.22
11/3/2017,10.5481,6.6853,8.1447,1.58,3.86,1.3,2.4,1.22,1.46
11/6/2017,11.0294,6.9541,8.548,1.59,4.08,1.29,2.48,1.23,1.59
11/7/2017,11.2745,6.9913,8.7991,1.61,4.28,1.28,2.48,1.26,1.81
11/8/2017,12.6532,7.9252,10.1387,1.6,4.73,1.25,2.51,1.28,2.21
11/9/2017,11.0824,7.0975,8.6067,1.56,3.98,1.29,2.48,1.21,1.51
11/10/2017,10.4491,6.551,8.1631,1.6,3.9,1.28,2.29,1.25,1.61
11/13/2017,10.0541,6.3867,7.9387,1.57,3.67,1.27,2.12,1.24,1.55
11/14/2017,9.1386,5.9854,7.1295,1.53,3.15,1.28,2.01,1.19,1.14
11/15/2017,9.2402,6.3178,7.0803,1.46,2.92,1.31,2.16,1.12,0.76
11/16/2017,8.8303,6.3195,6.9374,1.4,2.51,1.27,1.89,1.1,0.62
11/17/2017,8.9668,6.5647,7.1859,1.37,2.4,1.25,1.78,1.09,0.62
11/20/2017,9.3608,7.1106,7.6962,1.32,2.25,1.22,1.66,1.08,0.59
11/21/2017,10.4126,7.437,8.405,1.4,2.98,1.24,2.01,1.13,0.97
11/22/2017,10.9187,7.6417,8.7468,1.43,3.28,1.25,2.17,1.14,1.11
11/24/2017,10.8395,7.6877,8.7979,1.41,3.15,1.23,2.04,1.14,1.11
11/27/2017,11.3509,7.8797,9.1123,1.44,3.47,1.25,2.24,1.16,1.23
11/28/2017,10.9092,7.4487,8.7106,1.46,3.46,1.25,2.2,1.17,1.26
11/29/2017,10.2967,7.1332,8.4919,1.44,3.16,1.21,1.8,1.19,1.36
11/30/2017,9.4178,6.8538,7.8202,1.37,2.56,1.2,1.6,1.14,0.97
12/1/2017,8.5193,6.3717,7.1057,1.34,2.15,1.2,1.41,1.12,0.73
12/4/2017,8.5707,6.2994,7.1564,1.36,2.27,1.2,1.41,1.14,0.86
12/5/2017,8.9802,6.6589,7.4762,1.35,2.32,1.2,1.5,1.12,0.82
12/6/2017,9.2588,6.9227,7.4745,1.34,2.34,1.24,1.78,1.08,0.55
12/7/2017,9.2781,6.6442,7.5171,1.4,2.63,1.23,1.76,1.13,0.87
12/8/2017,8.2664,6.0319,6.7121,1.37,2.23,1.23,1.55,1.11,0.68
12/11/2017,8.4737,6.6643,7.0513,1.27,1.81,1.2,1.42,1.06,0.39
12/12/2017,9.2466,6.8129,7.667,1.36,2.43,1.21,1.58,1.13,0.85
12/13/2017,8.8254,6.5454,7.3568,1.35,2.28,1.2,1.47,1.12,0.81
12/14/2017,8.6116,6.4145,7.2243,1.34,2.2,1.19,1.39,1.13,0.81
12/15/2017,8.7072,6.3311,7.3134,1.38,2.38,1.19,1.39,1.16,0.98
12/18/2017,9.567,6.836,8.0311,1.4,2.73,1.19,1.54,1.17,1.2
12/19/2017,9.6514,6.495,7.9679,1.49,3.16,1.21,1.68,1.23,1.47
12/20/2017,9.0922,6.0318,7.4082,1.51,3.06,1.23,1.68,1.23,1.38
12/21/2017,8.2957,6.8016,6.7203,1.22,1.49,1.23,1.58,0.99,-0.08
12/22/2017,9.1866,6.4426,7.4648,1.43,2.74,1.23,1.72,1.16,1.02
12/26/2017,8.6149,5.7863,6.742,1.49,2.83,1.28,1.87,1.17,0.96
12/27/2017,8.6732,6.2,6.8896,1.4,2.47,1.26,1.78,1.11,0.69
12/28/2017,8.5525,6.2846,6.9349,1.36,2.27,1.23,1.62,1.1,0.65
12/29/2017,8.8204,6.6271,7.2683,1.33,2.19,1.21,1.55,1.1,0.64
1/2/2018,9.4031,7.1626,7.8251,1.31,2.24,1.2,1.58,1.09,0.66
1/3/2018,9.1661,6.9154,7.9154,1.33,2.25,1.16,1.25,1.14,1
1/4/2018,8.9838,6.9271,7.7042,1.3,2.06,1.17,1.28,1.11,0.78
1/5/2018,9.1688,7.1491,7.8899,1.28,2.02,1.16,1.28,1.1,0.74
1/8/2018,10.9265,8.3133,9.4602,1.31,2.61,1.15,1.47,1.14,1.15
1/9/2018,10.5778,8.2634,9.2191,1.28,2.31,1.15,1.36,1.12,0.96
1/10/2018,10.8442,8.3881,9.3584,1.29,2.46,1.16,1.49,1.12,0.97
1/11/2018,9.9811,7.6389,8.5901,1.31,2.34,1.16,1.39,1.12,0.95
1/12/2018,10.2374,7.8609,8.83,1.3,2.38,1.16,1.41,1.12,0.97
1/16/2018,10.4354,8.0406,9.0381,1.3,2.39,1.15,1.4,1.12,1
1/17/2018,11.0424,8.7568,9.5459,1.26,2.29,1.16,1.5,1.09,0.79
1/18/2018,11.0001,8.6118,9.4653,1.28,2.39,1.16,1.53,1.1,0.85
1/19/2018,10.7215,8.3249,9.2715,1.29,2.4,1.16,1.45,1.11,0.95
1/22/2018,13.1542,9.9641,11.466,1.32,3.19,1.15,1.69,1.15,1.5
1/23/2018,14.115,10.5869,12.2315,1.33,3.53,1.15,1.88,1.16,1.64
1/24/2018,13.0599,10.2161,11.3924,1.28,2.84,1.15,1.67,1.12,1.18
1/25/2018,13.0003,9.9476,11.269,1.31,3.05,1.15,1.73,1.13,1.32
1/26/2018,16.5661,12.0646,14.1324,1.37,4.5,1.17,2.43,1.17,2.07
1/29/2018,25.4712,24.3588,23.4287,1.05,1.11,1.09,2.04,0.96,-0.93
1/30/2018,27.7816,20.5136,22.1108,1.35,7.27,1.26,5.67,1.08,1.6
1/31/2018,22.9796,14.9169,17.4539,1.54,8.06,1.32,5.53,1.17,2.54
2/1/2018,33.389,23.522,26.3189,1.42,9.87,1.27,7.07,1.12,2.8
2/2/2018,27.785,18.6344,22.3383,1.49,9.15,1.24,5.45,1.2,3.7
2/5/2018,22.9168,15.3495,17.9128,1.49,7.57,1.28,5,1.17,2.56
2/6/2018,22.0674,14.801,17.2356,1.49,7.27,1.28,4.83,1.16,2.43
2/7/2018,18.4865,12.9002,14.6377,1.43,5.59,1.26,3.85,1.13,1.74
2/8/2018,17.6752,12.8895,14.2751,1.37,4.79,1.24,3.4,1.11,1.39
2/9/2018,17.4289,12.5332,14.0389,1.39,4.9,1.24,3.39,1.12,1.51
2/12/2018,19.1679,12.8127,15.0842,1.5,6.36,1.27,4.08,1.18,2.27
2/13/2018,18.9922,13.05,15.3552,1.46,5.94,1.24,3.64,1.18,2.31
2/14/2018,18.5026,12.5125,14.8073,1.48,5.99,1.25,3.7,1.18,2.29
2/15/2018,14.7972,10.9596,12.1239,1.35,3.84,1.22,2.67,1.11,1.16
2/16/2018,14.0299,10.9424,11.7587,1.28,3.09,1.19,2.27,1.07,0.82
2/20/2018,17.1415,12.5116,13.8481,1.37,4.63,1.24,3.29,1.11,1.34
2/21/2018,18.1551,12.8711,14.833,1.41,5.28,1.22,3.32,1.15,1.96
2/22/2018,20.0338,13.4673,15.9937,1.49,6.57,1.25,4.04,1.19,2.53
2/23/2018,18.4909,12.3195,14.6578,1.5,6.17,1.26,3.83,1.19,2.34
2/26/2018,17.5295,11.897,13.9632,1.47,5.63,1.26,3.57,1.17,2.07
2/27/2018,17.1281,11.7877,13.6187,1.45,5.34,1.26,3.51,1.16,1.83
2/28/2018,16.7091,11.3781,13.3813,1.47,5.33,1.25,3.33,1.18,2
3/1/2018,15.4286,10.9233,12.4707,1.41,4.51,1.24,2.96,1.14,1.55
3/2/2018,12.9758,9.6081,10.7804,1.35,3.37,1.2,2.2,1.12,1.17
3/5/2018,14.1899,10.7547,11.7786,1.32,3.44,1.2,2.41,1.1,1.02
3/6/2018,14.9248,11.1532,12.3176,1.34,3.77,1.21,2.61,1.1,1.16
3/7/2018,15.2868,11.0049,12.7604,1.39,4.28,1.2,2.53,1.16,1.76
3/8/2018,14.2795,10.3711,11.9208,1.38,3.91,1.2,2.36,1.15,1.55
3/9/2018,13.4697,9.5687,11.0105,1.41,3.9,1.22,2.46,1.15,1.44
3/12/2018,17.3544,11.8132,14.062,1.47,5.54,1.23,3.29,1.19,2.25
3/13/2018,17.2076,11.6496,13.8885,1.48,5.56,1.24,3.32,1.19,2.24
3/14/2018,17.0213,11.2688,13.7213,1.51,5.75,1.24,3.3,1.22,2.45
3/15/2018,21.9329,14.9876,17.893,1.46,6.95,1.23,4.04,1.19,2.91
3/16/2018,24.3874,16.7292,20.0265,1.46,7.66,1.22,4.36,1.2,3.3
3/19/2018,19.587,14.8325,17.0336,1.32,4.75,1.15,2.55,1.15,2.2
3/20/2018,22.3107,16.2227,19.0738,1.38,6.09,1.17,3.24,1.18,2.85
3/21/2018,22.342,16.3452,18.9627,1.37,6,1.18,3.38,1.16,2.62
3/22/2018,19.4792,14.749,16.7859,1.32,4.73,1.16,2.69,1.14,2.04
3/23/2018,23.2991,17.4683,20.1432,1.33,5.83,1.16,3.16,1.15,2.67
3/26/2018,21.4553,15.9873,18.5202,1.34,5.47,1.16,2.94,1.16,2.53
3/27/2018,20.5716,15.0833,17.4972,1.36,5.49,1.18,3.07,1.16,2.41
3/28/2018,19.0526,13.9907,16.2378,1.36,5.06,1.17,2.81,1.16,2.25
3/29/2018,21.0703,15.4177,17.9482,1.37,5.65,1.17,3.12,1.16,2.53
4/2/2018,21.6164,16.3466,18.8183,1.32,5.27,1.15,2.8,1.15,2.47
4/3/2018,20.3464,15.1663,17.4197,1.34,5.18,1.17,2.93,1.15,2.25
4/4/2018,20.0786,15.0132,17.2194,1.34,5.07,1.17,2.86,1.15,2.21
4/5/2018,18.4267,13.6866,15.707,1.35,4.74,1.17,2.72,1.15,2.02
4/6/2018,16.9268,12.6716,14.5287,1.34,4.26,1.17,2.4,1.15,1.86
4/9/2018,15.5018,11.6721,13.0592,1.33,3.83,1.19,2.44,1.12,1.39
4/10/2018,14.4237,10.8749,12.0701,1.33,3.55,1.19,2.35,1.11,1.2
4/11/2018,14.3082,10.5454,11.9247,1.36,3.76,1.2,2.38,1.13,1.38
4/12/2018,15.2515,10.89,12.5593,1.4,4.36,1.21,2.69,1.15,1.67
4/13/2018,16.3888,11.4944,13.541,1.43,4.89,1.21,2.85,1.18,2.05
4/16/2018,16.3115,11.5738,13.5862,1.41,4.74,1.2,2.73,1.17,2.01
4/17/2018,18.0386,13.0092,15.2862,1.39,5.03,1.18,2.75,1.18,2.28
4/18/2018,17.7981,13.4428,15.4344,1.32,4.36,1.15,2.36,1.15,1.99
4/19/2018,16.3679,11.9591,13.8033,1.37,4.41,1.19,2.56,1.15,1.84
4/20/2018,14.9503,11.2436,12.81,1.33,3.71,1.17,2.14,1.14,1.57
4/23/2018,15.2628,11.5731,13.1272,1.32,3.69,1.16,2.14,1.13,1.55
4/24/2018,15.4925,11.0492,12.8248,1.4,4.44,1.21,2.67,1.16,1.78
4/25/2018,15.4038,11.4131,13.2246,1.35,3.99,1.16,2.18,1.16,1.81
4/26/2018,15.6246,11.8325,13.4441,1.32,3.79,1.16,2.18,1.14,1.61
4/27/2018,14.2306,10.5736,11.9885,1.35,3.66,1.19,2.24,1.13,1.41
4/30/2018,14.459,10.9841,12.3149,1.32,3.47,1.17,2.14,1.12,1.33
5/1/2018,14.4614,10.8208,12.2778,1.34,3.64,1.18,2.18,1.13,1.46
5/2/2018,12.9832,9.9389,11.2477,1.31,3.04,1.15,1.74,1.13,1.31
5/3/2018,12.1652,9.2656,10.366,1.31,2.9,1.17,1.8,1.12,1.1
5/4/2018,11.4677,8.9258,9.8541,1.28,2.54,1.16,1.61,1.1,0.93
5/7/2018,12.1279,9.3602,10.285,1.3,2.77,1.18,1.84,1.1,0.92
5/8/2018,13.6713,9.9405,11.3551,1.38,3.73,1.2,2.32,1.14,1.41
5/9/2018,12.6053,9.7748,10.802,1.29,2.83,1.17,1.8,1.11,1.03
5/10/2018,12.2988,9.1362,10.4357,1.35,3.16,1.18,1.86,1.14,1.3
5/11/2018,12.6927,8.9071,10.4403,1.43,3.79,1.22,2.25,1.17,1.53
5/14/2018,12.4601,8.9268,10.2529,1.4,3.53,1.22,2.21,1.15,1.33
5/15/2018,12.5434,9.0913,10.3951,1.38,3.45,1.21,2.15,1.14,1.3
5/16/2018,11.6873,8.2519,9.7422,1.42,3.44,1.2,1.95,1.18,1.49
5/17/2018,11.4298,8.1054,9.4401,1.41,3.32,1.21,1.99,1.16,1.33
5/18/2018,11.8959,8.1529,9.6917,1.46,3.74,1.23,2.2,1.19,1.54
5/21/2018,15.9053,10.7258,12.9481,1.48,5.18,1.23,2.96,1.21,2.22
5/22/2018,13.2231,9.8976,11.1098,1.34,3.33,1.19,2.11,1.12,1.21
5/23/2018,14.2146,9.5298,11.4393,1.49,4.68,1.24,2.78,1.2,1.91
5/24/2018,12.4482,8.4404,9.9967,1.47,4.01,1.25,2.45,1.18,1.56
5/25/2018,11.8198,8.0303,9.4095,1.47,3.79,1.26,2.41,1.17,1.38
5/29/2018,11.5525,8.1047,9.3323,1.43,3.45,1.24,2.22,1.15,1.23
5/30/2018,10.523,7.7978,8.776,1.35,2.73,1.2,1.75,1.13,0.98
5/31/2018,10.7269,7.8197,8.9528,1.37,2.91,1.2,1.77,1.14,1.13
6/1/2018,10.6479,7.5598,8.86,1.41,3.09,1.2,1.79,1.17,1.3
6/4/2018,10.9993,7.8561,9.1326,1.4,3.14,1.2,1.87,1.16,1.28
6/5/2018,10.8751,7.7646,8.9613,1.4,3.11,1.21,1.91,1.15,1.2
6/6/2018,11.639,8.3177,9.5207,1.4,3.32,1.22,2.12,1.14,1.2
6/7/2018,10.7328,7.8878,8.8834,1.36,2.85,1.21,1.85,1.13,1
6/8/2018,10.6155,7.472,8.7605,1.42,3.14,1.21,1.86,1.17,1.29
6/11/2018,11.1371,7.7903,9.1714,1.43,3.35,1.21,1.97,1.18,1.38
6/12/2018,12.405,8.2615,10.1704,1.5,4.14,1.22,2.23,1.23,1.91
6/13/2018,11.5313,8.2134,9.7296,1.4,3.32,1.19,1.8,1.18,1.52
6/14/2018,13.1473,9.0797,11.0506,1.45,4.07,1.19,2.1,1.22,1.97
6/15/2018,12.2547,8.4657,10.3189,1.45,3.79,1.19,1.94,1.22,1.85
